"uid","do_extid","do_aktid","do_titel","do_datum_start","do_datum_ende","do_ausstellungsort","do_umfang","do_band","do_bemerkung","do_edition","do_sperrfrist","do_sperrgrund","do_sperre_ende","do_entnommen","do_verz_protokoll","do_microfilm","do_reg_sgnatur","do_update","do_create","do_systematik1","do_systematik2","do_archivsignatur_alt","do_enthaelt","do_darin","do_aktentitel","do_beschreibung","do_verweis","do_kontext_link","do_transkription_link","do_reservefeld","do_dateiname","do_idart","do_teaserheadline","do_teaserbild","do_teasertext","do_urn"
"3109","1617","0","Nach dem Tod von Herzog Heinrich d. J. von Braunschweig und Lüneburg fordern dessen Arzt und Sekretär Wolf Hase sowie Georg Fridraun, Dr. der Artznei, gegen Vorlage der Schuldverschreibung von den Kürschnern Valten Schreier, Hans Rauchhundt und Christof Rauch die Bezahlung überfälliger Schulden, die diese verweigern, da sie sich selbstschuldig für ihren in Magdeburg lebenden Schwager Lucas Bachscheidt verschrieben hätten, der ihnen die Begleichung der Schuld nach dem Tod des Herzogs verboten hatte. Da aber weder Bachscheidt noch die Debitoren einen Schein des Erben des Herzogs vorgelegt haben, der sie von der Zahlungspflicht entbunden hätte, werden drei Zahlungsfristen festgelegt und die Güter der Schuldner als Pfand eingesetzt, 10. Mai 1569.","1568-06-04","1569-05-10","Stadtarchiv Leipzig","5 Seiten",,,,,,,,,,,"2025-08-05 15:51:12","2025-08-05 15:46:29","06.11 andere Bürger und Einwohner","Geldangelegenheiten (privat)","Stadtarchiv Leipzig, 0008 (Ratsstube), Nr. 25, Bl. 22v-24r",,,"Ratsbuch Nr. 25","handgeschrieben, Tinte auf Papier, deutsch",,,,,"1617_1_0008_Ratsstube_Nr._25_Bl._22v-24v.jpg;1617_2_0008_Ratsstube_Nr._25_Bl._22v-24v.jpg;1617_3_0008_Ratsstube_Nr._25_Bl._22v-24v.jpg","0",,,,"urn:nbn:de:gbv:ma26-2504070654554.019085575453"
