"uid","do_extid","do_aktid","do_titel","do_datum_start","do_datum_ende","do_ausstellungsort","do_umfang","do_band","do_bemerkung","do_edition","do_sperrfrist","do_sperrgrund","do_sperre_ende","do_entnommen","do_verz_protokoll","do_microfilm","do_reg_sgnatur","do_update","do_create","do_systematik1","do_systematik2","do_archivsignatur_alt","do_enthaelt","do_darin","do_aktentitel","do_beschreibung","do_verweis","do_kontext_link","do_transkription_link","do_reservefeld","do_dateiname","do_idart","do_teaserheadline","do_teaserbild","do_teasertext","do_urn"
"3108","1616","0","Nachdem die Regulierung offener Forderungen der Brüder Valten, Jacob und Urban (d. J.) Sehling gegenüber den Erben Sigmundt Breutgams, durch den Verweis an Schuldner aus dem gemeinsamen Handel in Böhmen, darunter Ulrich von Embden aus Magdeburg, zunächst gescheitert war, werden die Hauptverschreibungen über solche Schulden an die Gebrüder Sehling übergeben, um die offenen Schulden besser einfordern zu können, 7. Februar 1567.","1567-02-07","1567-02-07","Stadtarchiv Leipzig","4 Seiten",,,,,,,,,,,"2025-08-05 15:52:45","2025-08-05 15:46:29","06.11 andere Bürger und Einwohner","Geldangelegenheiten (privat)","Stadtarchiv Leipzig, 0008 (Ratsstube), Nr. 22, Bl. 114r-116v",,,"Ratsbuch Nr. 22","handgeschrieben, Tinte auf Papier, deutsch",,,,,"1616_1_0008_Ratsstube_Nr._22_Bl._114r-116v.jpg;1616_2_0008_Ratsstube_Nr._22_Bl._114r-116v.jpg;1616_3_0008_Ratsstube_Nr._22_Bl._114r-116v.jpg","0",,,,"urn:nbn:de:gbv:ma26-2504070654554.970148690634"
